Tank,Block,InitialDensity,Date,Stocked,LarvalPeriod,Photo,Grmass,Growthrate,Mass_g,HL,SVL,TL,HW,Phenotype,AqvT
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8192,0.004464615,0.103695385,1.451,9.385,33.701,67.146,8.465,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8193,0.004353846,0.099138462,1.415,9.258,32.22,63.592,8.23,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8194,0.004132308,0.096507692,1.343,9.039,31.365,61.859,8.22,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8195,0.004443077,0.101990769,1.444,9.413,33.147,66.545,8.496,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8196,0.004649231,0.101864615,1.511,9.774,33.106,63.513,8.351,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8197,0.004255385,0.101984615,1.383,9.066,33.145,62.856,8.367,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8198,0.003030769,0.085926154,0.985,9.024,27.926,56.156,7.935,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8199,0.003587692,0.100215385,1.166,8.305,32.57,55.447,7.653,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8200,0.004172308,0.101996923,1.356,8.31,33.149,64.662,8.498,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8201,0.004393846,0.096353846,1.428,8.627,31.315,64.384,7.933,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8202,0.00332,0.088446154,1.079,7.979,28.745,59.042,7.687,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8203,0.003193846,0.087861538,1.038,8.552,28.555,57.496,7.809,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8204,0.004252308,0.098501538,1.382,8.836,32.013,60.753,7.353,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8205,0.004396923,0.100455385,1.429,8.851,32.648,62.613,8.523,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8206,0.004643077,0.10236,1.509,10.08,33.267,61.223,8.737,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8207,0.004403077,0.100215385,1.431,8.668,32.57,64.909,8.24,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8208,0.002323077,0.082621538,0.755,7.167,26.852,50.003,7.057,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8209,0.003870769,0.096895385,1.258,9.26,31.491,63.116,7.69,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8210,0.003963077,0.098827692,1.288,8.549,32.119,61.887,7.566,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8211,0.003981538,0.097236923,1.294,8.398,31.602,65.632,7.686,Larva,Aquatic
36,Block 5,28,12/15/2017,1/24/2017,325,DSC_8212,0.011541538,0.132187692,3.751,11.351,42.961,90.187,11.08,Paedomorph,Aquatic
36,Block 5,28,12/15/2017,1/24/2017,325,DSC_8213,0.013270769,0.138892308,4.313,11.916,45.14,91.007,10.624,Paedomorph,Aquatic
36,Block 5,28,12/15/2017,1/24/2017,325,DSC_8214,0.013633846,0.147430769,4.431,11.661,47.915,97.118,10.936,Larva,Aquatic
36,Block 5,28,12/15/2017,1/24/2017,325,DSC_8215,0.0158,0.151510769,5.135,12.605,49.241,103.025,11.963,Larva,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8216,0.01264,0.1444,4.108,11.607,46.93,96.137,10.817,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8217,0.009944615,0.133916923,3.232,11.431,43.523,84.853,10.12,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8218,0.013156923,0.146572308,4.276,12.047,47.636,98.736,11.239,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8219,0.010830769,0.140827692,3.52,12.475,45.769,90.253,11.174,Larva,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8220,0.010735385,0.131104615,3.489,11.375,42.609,86.569,9.887,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8221,0.010018462,0.130723077,3.256,10.847,42.485,89.012,10.28,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8222,0.011212308,0.132769231,3.644,12.151,43.15,90.413,10.093,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8223,0.010950769,0.13592,3.559,10.702,44.174,90.315,10.256,NA,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8224,0.012027692,0.136587692,3.909,10.676,44.391,90.098,10.92,Paedomorph,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8225,0.011584615,0.137738462,3.765,11.156,44.765,87.146,10.913,Larva,Aquatic
37,Block 5,18,12/15/2017,1/24/2017,325,DSC_8226,0.009729231,0.131141538,3.162,10.554,42.621,85.087,9.873,Paedomorph,Aquatic
39,Block 5,13,12/15/2017,1/24/2017,325,DSC_8227,0.042953846,0.191729231,13.96,14.622,62.312,122.156,14.763,Paedomorph,Aquatic
